sex,age,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122
Males,15,344199,360794,360433,365203,371742,372196,364459,356232,355705,360497,352129,345814,343491,338800,330600,334146,319315,318898,320635,321855,322589,323042,323419,323766,324093,324429,324931,325674,326518,327443,328505,329722,330985,332185,333298,334318,335037,335385,335496,335418,335203,334440,333044,331470,329794,328091,326335,324525,322848,321415,320245,319254,318442,317855,317483,317324,317282,317318,317513,317844,318249,318695,319144,319586,320042,320455,320811,321101,321312,321434,321450,321370,321182,320886,320487,319999,319434,318812,318141,317457,316772,316105,315479,314896,314374,313925,313554,313255,313032,312889,312808,312790,312823,312894,312999,313118,313247,313377,313489,313584,313653
Males,16,338370,348473,364522,363809,368229,374416,374520,366788,358565,358041,362833,354469,348157,345837,341151,332954,336500,321674,321260,322997,324215,324950,325403,325782,326129,326456,326793,327295,328038,328883,329807,330869,332086,333350,334550,335663,336683,337404,337751,337862,337785,337571,336809,335413,333841,332165,330463,328708,326900,325224,323791,322623,321633,320820,320235,319863,319703,319663,319699,319894,320225,320631,321077,321525,321967,322424,322837,323193,323483,323696,323818,323834,323754,323567,323272,322872,322385,321821,321200,320529,319846,319163,318496,317870,317286,316766,316317,315945,315647,315424,315282,315201,315183,315216,315287,315394,315513,315643,315772,315883,315979
Males,17,340215,344003,353421,369018,367858,371829,377569,377676,369947,361729,361208,366001,357641,351332,349015,344334,336138,339685,324864,324450,326187,327405,328141,328595,328975,329322,329649,329986,330491,331233,332078,333002,334064,335282,336547,337747,338861,339881,340602,340949,341062,340985,340772,340011,338615,337045,335370,333667,331914,330107,328431,326999,325833,324843,324031,323446,323075,322915,322875,322912,323107,323439,323844,324289,324738,325180,325637,326051,326408,326698,326912,327035,327051,326971,326785,326490,326091,325603,325042,324420,323750,323069,322385,321719,321092,320509,319991,319541,319170,318872,318649,318507,318426,318408,318441,318512,318621,318741,318870,318999,319111
Males,18,341672,349754,352418,361088,375933,374022,377249,382990,383095,375375,367166,366650,371444,363088,356788,354475,349798,341609,345159,330341,329934,331672,332890,333627,334080,334462,334808,335135,335474,335980,336720,337567,338492,339554,340773,342037,343238,344351,345372,346094,346442,346556,346481,346268,345508,344115,342546,340872,339172,337421,335616,333941,332512,331347,330358,329546,328963,328593,328432,328395,328431,328627,328958,329364,329809,330258,330701,331159,331573,331931,332221,332436,332560,332576,332497,332312,332017,331620,331132,330573,329951,329283,328603,327919,327254,326628,326047,325529,325080,324710,324411,324190,324047,323966,323949,323982,324055,324164,324283,324414,324543
Males,19,339162,358094,364347,365736,373126,386695,383503,386729,392470,392564,384866,376675,376172,380970,372621,366347,364043,359381,351217,354779,339959,339576,341316,342530,343262,343713,344092,344436,344761,345098,345602,346341,347188,348110,349171,350390,351653,352854,353968,354990,355713,356064,356181,356110,355899,355143,353755,352192,350523,348830,347084,345285,343615,342189,341028,340042,339231,338650,338280,338121,338083,338118,338314,338645,339050,339495,339944,340386,340845,341259,341619,341908,342125,342250,342267,342193,342008,341717,341322,340837,340279,339662,338996,338318,337636,336974,336350,335771,335254,334806,334437,334140,333919,333777,333696,333681,333713,333786,333896,334015,334147
Males,20,338319,357876,374572,379338,379224,385119,397178,393979,397208,402934,403036,395361,387192,386699,391497,383173,376919,374629,369992,361856,365412,350613,350244,351982,353191,353919,354366,354742,355083,355404,355739,356240,356977,357823,358742,359804,361022,362284,363486,364601,365623,366349,366703,366824,366757,366550,365800,364419,362862,361201,359515,357775,355983,354318,352895,351738,350755,349947,349367,348996,348837,348799,348834,349029,349358,349765,350209,350657,351098,351559,351974,352333,352624,352843,352969,352990,352919,352735,352449,352057,351574,351019,350406,349743,349069,348389,347729,347108,346531,346015,345568,345200,344904,344685,344543,344463,344447,344480,344553,344663,344782
Males,21,338389,354459,371603,386862,390191,388636,393089,405141,401949,405179,410898,411011,403347,395187,394697,399496,391192,384943,382659,378033,369909,373456,358674,358303,360038,361245,361972,362417,362793,363132,363452,363786,364285,365022,365867,366787,367850,369067,370331,371534,372651,373674,374403,374759,374882,374817,374613,373866,372487,370934,369276,367594,365855,364066,362401,360980,359825,358843,358035,357455,357085,356925,356887,356922,357117,357447,357854,358297,358745,359188,359649,360064,360424,360716,360938,361064,361086,361016,360835,360550,360159,359677,359125,358513,357851,357180,356499,355840,355220,354645,354128,353681,353314,353019,352800,352658,352579,352562,352596,352668,352780
Males,22,345333,354208,367372,382904,396574,398298,395143,399595,411653,408476,411708,417427,417551,409886,401725,401235,406038,397742,391486,389198,384570,376444,379982,365205,364818,366551,367758,368484,368929,369305,369644,369963,370297,370796,371533,372378,373301,374365,375584,376850,378057,379176,380201,380932,381289,381414,381350,381145,380397,379020,377466,375808,374123,372383,370592,368926,367502,366347,365363,364554,363972,363602,363441,363402,363437,363632,363963,364370,364815,365263,365707,366169,366585,366946,367239,367462,367587,367609,367540,367359,367074,366683,366201,365649,365037,364374,363701,363019,362360,361740,361164,360646,360198,359831,359536,359317,359174,359094,359078,359111,359184
Males,23,358405,364280,369346,380474,393981,405630,405318,402164,406619,418690,415535,418765,424491,424623,416952,408785,408291,413099,404804,398533,396235,391598,383460,386991,372211,371803,373534,374743,375469,375914,376291,376630,376951,377285,377785,378524,379371,380296,381362,382583,383854,385064,386184,387211,387944,388303,388429,388364,388157,387408,386029,384472,382811,381122,379379,377583,375913,374487,373328,372341,371531,370948,370576,370414,370375,370410,370606,370936,371346,371791,372240,372686,373149,373565,373927,374221,374444,374569,374590,374522,374340,374054,373662,373179,372626,372012,371347,370672,369988,369328,368707,368128,367609,367160,366792,366497,366278,366133,366054,366038,366070
Males,24,360393,376556,377987,380806,389685,400962,410373,410059,406907,411367,423455,420316,423545,429281,429419,421740,413563,413066,417881,409580,403295,400987,396339,388188,391715,376926,376500,378231,379442,380168,380615,380992,381334,381654,381990,382491,383233,384081,385009,386077,387301,388576,389787,390909,391940,392674,393035,393161,393095,392886,392135,390754,389195,387530,385835,384088,382288,380615,379184,378023,377034,376222,375637,375264,375103,375064,375100,375295,375627,376037,376483,376934,377380,377844,378261,378624,378918,379142,379267,379287,379219,379036,378750,378356,377872,377317,376701,376035,375358,374672,374011,373387,372807,372287,371837,371468,371174,370953,370808,370729,370714
Males,25,365952,375211,387142,386521,387279,394094,403329,412741,412424,409275,413740,425840,422713,425942,431686,431827,424142,415961,415464,420282,411977,405681,403369,398712,390551,394077,379281,378843,380574,381786,382516,382963,383342,383683,384006,384343,384847,385589,386440,387371,388440,389667,390944,392157,393283,394315,395050,395412,395539,395472,395262,394510,393128,391567,389899,388201,386451,384649,382973,381540,380378,379387,378574,377987,377616,377454,377416,377452,377648,377981,378391,378840,379290,379738,380203,380622,380985,381280,381505,381629,381650,381582,381398,381112,380717,380232,379676,379059,378391,377713,377027,376364,375739,375159,374637,374187,373818,373524,373303,373158,373080
Males,26,360458,380924,386534,396610,394137,393036,397996,407238,416646,416329,413182,417650,429756,426638,429867,435616,435759,428073,419891,419395,424216,415910,409611,407297,402636,394472,397998,383200,382757,384489,385703,386436,386883,387264,387606,387931,388270,388775,389518,390372,391305,392375,393605,394884,396100,397227,398259,398997,399359,399486,399420,399212,398459,397076,395515,393846,392148,390396,388593,386917,385484,384321,383330,382517,381931,381560,381400,381363,381398,381596,381929,382341,382789,383241,383691,384157,384577,384941,385237,385462,385587,385609,385540,385357,385072,384676,384192,383635,383017,382349,381671,380985,380321,379697,379116,378594,378144,377776,377482,377262,377117
Males,27,364247,375711,392945,396838,405195,401010,398198,403153,412398,421803,421485,418339,422809,434917,431806,435035,440786,440933,433248,425070,424576,429397,421095,414795,412481,407821,399658,403183,388390,387944,389677,390894,391627,392077,392459,392804,393129,393470,393976,394722,395578,396512,397584,398815,400097,401314,402442,403476,404215,404578,404707,404642,404435,403683,402301,400740,399072,397374,395622,393820,392144,390712,389550,388558,387747,387162,386793,386634,386596,386634,386832,387167,387579,388028,388482,388933,389400,389821,390186,390482,390709,390835,390857,390789,390607,390322,389927,389443,388886,388269,387602,386925,386238,385575,384951,384370,383849,383399,383032,382739,382519
Males,28,372730,379362,387822,403421,405681,412405,406598,403788,408741,417986,427383,427065,423922,428393,440500,437392,440622,446375,446522,438843,430671,430178,435001,426703,420407,418095,413437,405278,408805,394016,393574,395308,396526,397261,397714,398098,398444,398772,399114,399622,400371,401229,402164,403237,404470,405752,406971,408101,409136,409876,410239,410371,410307,410102,409351,407970,406411,404745,403048,401298,399497,397823,396393,395231,394241,393432,392849,392480,392323,392286,392325,392525,392862,393274,393724,394179,394632,395100,395523,395888,396185,396413,396540,396563,396496,396316,396031,395637,395154,394597,393982,393316,392640,391953,391291,390669,390089,389568,389120,388754,388461
Males,29,372891,387383,391155,398045,412071,412765,417922,412121,409313,414265,423506,432898,432580,429442,433912,446012,442909,446140,451892,452042,444371,436206,435716,440539,432248,425958,423650,418995,410845,414372,399593,399153,400890,402109,402847,403302,403688,404037,404365,404709,405220,405972,406830,407767,408841,410076,411359,412579,413711,414747,415487,415853,415987,415925,415721,414972,413594,412036,410372,408679,406931,405132,403461,402033,400873,399885,399078,398496,398129,397974,397938,397979,398180,398519,398932,399383,399840,400294,400763,401187,401554,401851,402081,402208,402233,402168,401989,401705,401311,400831,400275,399660,398998,398321,397635,396975,396354,395776,395256,394810,394444
Males,30,383766,386861,398624,400900,406293,418817,418017,423172,417375,414570,419520,428758,438143,437830,434695,439163,451257,448159,451391,457142,457294,449632,441474,440987,445812,437528,431246,428942,424292,416150,419678,404909,404474,406212,407433,408173,408630,409019,409369,409699,410046,410558,411312,412171,413110,414185,415421,416706,417928,419062,420098,420840,421209,421344,421284,421081,420335,418959,417403,415744,414053,412308,410511,408843,407417,406259,405274,404468,403889,403522,403370,403336,403378,403580,403921,404336,404787,405246,405701,406171,406596,406964,407264,407494,407623,407648,407586,407408,407124,406732,406254,405698,405087,404425,403749,403065,402407,401787,401211,400692,400247
Males,31,389571,397066,397573,407909,408759,412726,423819,423018,428171,422376,419574,424524,433757,443135,442826,439696,444163,456251,453156,456388,462137,462292,454640,446491,446008,450833,442558,436286,433986,429343,421210,424740,409983,409554,411292,412514,413257,413716,414107,414458,414791,415139,415653,416409,417270,418210,419286,420524,421810,423035,424169,425208,425951,426321,426458,426400,426199,425456,424084,422530,420875,419187,417445,415651,413986,412563,411408,410425,409622,409044,408680,408530,408497,408541,408743,409087,409502,409954,410414,410870,411343,411769,412138,412440,412671,412801,412828,412767,412591,412308,411918,411442,410887,410278,409619,408943,408262,407605,406986,406413,405894
Males,32,387673,401649,406702,405883,414885,414405,417043,428127,427326,432478,426685,423889,428838,438063,447434,447129,444004,448471,460551,457456,460689,466437,466594,458952,450815,450336,455162,446896,440635,438341,433707,425586,429118,414374,413951,415691,416916,417660,418122,418515,418868,419203,419553,420070,420826,421690,422630,423708,424948,426235,427461,428597,429637,430382,430754,430893,430837,430639,429899,428530,426981,425329,423645,421907,420116,418455,417036,415883,414904,414103,413527,413166,413018,412987,413032,413236,413582,413998,414451,414913,415370,415844,416271,416642,416945,417179,417310,417337,417280,417104,416825,416436,415961,415409,414802,414145,413471,412792,412136,411520,410947
Males,33,384614,398284,409986,413820,411791,419571,417879,420519,431593,430794,435944,430154,427362,432311,441526,450892,450592,447473,451938,464008,460915,464149,469894,470054,462424,454299,453826,458652,450396,444147,441860,437236,429127,432661,417932,417517,419259,420486,421231,421697,422090,422446,422785,423136,423653,424413,425278,426220,427300,428542,429829,431056,432194,433235,433981,434357,434499,434445,434249,433512,432147,430603,428956,427275,425542,423755,422098,420683,419533,418557,417758,417184,416826,416680,416652,416699,416904,417252,417668,418124,418586,419046,419521,419949,420322,420627,420862,420994,421024,420968,420794,420517,420130,419657,419108,418503,417848,417177,416499,415846,415231
Males,34,387872,394501,406047,416600,419294,416136,422778,421091,423734,434797,434001,439147,433362,430575,435523,444730,454089,453795,450682,455146,467205,464115,467351,473094,473254,465637,457526,457058,461884,453639,447404,445123,440508,432413,435949,421235,420829,422574,423801,424549,425017,425413,425771,426113,426464,426985,427747,428613,429557,430639,431882,433169,434398,435538,436580,437330,437708,437852,437801,437607,436873,435513,433974,432331,430655,428926,427143,425491,424079,422932,421960,421164,420592,420236,420093,420067,420115,420322,420672,421089,421547,422011,422473,422949,423379,423753,424058,424297,424430,424461,424407,424236,423960,423576,423106,422559,421956,421304,420634,419958,419308
Males,35,378778,396914,401571,412053,421540,423179,418979,425622,423942,426587,437640,436846,441990,436208,433427,438375,447574,456925,456639,453532,457993,470042,466955,470193,475932,476095,468492,460393,459933,464758,456525,450303,448030,443425,435344,438882,424184,423787,425533,426763,427513,427985,428381,428743,429086,429441,429964,430727,431596,432542,433625,434869,436158,437389,438530,439573,440326,440706,440854,440805,440614,439884,438528,436993,435356,433685,431960,430181,428534,427125,425982,425015,424221,423651,423297,423157,423133,423183,423393,423744,424162,424623,425088,425551,426029,426460,426836,427143,427383,427518,427551,427499,427332,427057,426675,426208,425664,425062,424413,423745,423072
Males,36,378159,386715,403034,406729,416246,424768,425455,421270,427914,426243,428891,439933,439141,444282,438504,435729,440679,449868,459213,458934,455834,460292,472332,469248,472488,478223,478390,470800,462716,462261,467086,458866,452657,450392,445798,437731,441269,426590,426201,427948,429181,429934,430407,430806,431171,431517,431876,432399,433166,434037,434984,436068,437314,438605,439837,440979,442025,442781,443163,443314,443268,443081,442355,441002,439472,437841,436173,434453,432680,431037,429632,428492,427528,426738,426170,425819,425681,425659,425712,425924,426277,426697,427159,427626,428091,428571,429003,429381,429689,429932,430068,430103,430054,429890,429616,429237,428773,428230,427632,426986,426319
Males,37,377162,385106,392013,407444,410268,418911,426562,427256,423086,429730,428069,430719,441750,440961,446100,440328,437561,442511,451689,461029,460758,457663,462120,474150,471069,474311,480045,480214,472639,464568,464120,468943,460736,454542,452285,447701,439649,443190,428528,428147,429897,431131,431887,432363,432766,433134,433483,433843,434369,435139,436013,436961,438047,439295,440588,441820,442965,444014,444771,445156,445310,445268,445085,444362,443013,441489,439862,438199,436484,434715,433077,431677,430539,429579,428793,428227,427880,427743,427725,427780,427994,428349,428771,429235,429704,430171,430653,431086,431466,431776,432022,432159,432196,432149,431988,431717,431340,430877,430338,429742,429100
Males,38,365474,383182,389621,395738,410367,412405,420262,427910,428609,424455,431101,429449,432102,443122,442337,447474,441707,438948,443899,453068,462401,462136,459050,463505,475525,472448,475692,481422,481597,474034,465979,465537,470360,462166,455989,453739,449165,441128,444672,430029,429657,431408,432646,433404,433884,434289,434660,435012,435375,435903,436677,437552,438503,439590,440842,442135,443370,444517,445568,446326,446715,446873,446834,446654,445935,444591,443073,441450,439793,438082,436318,434685,433290,432156,431200,430417,429855,429511,429376,429360,429419,429635,429993,430416,430881,431352,431821,432305,432740,433122,433434,433681,433820,433859,433816,433658,433390,433014,432555,432018,431424
Males,39,366095,370766,387094,392818,398221,412124,413454,421309,428954,429660,425522,432169,430526,433183,444191,443411,448544,442785,440034,444985,454146,463472,463216,460138,464593,476601,473528,476775,482502,482681,475133,467093,466658,471481,463302,457140,454898,450335,442315,445861,431236,430872,432627,433866,434628,435110,435518,435892,436248,436613,437144,437921,438799,439752,440841,442096,443391,444628,445777,446830,447591,447984,448145,448108,447932,447218,445880,444367,442748,441097,439391,437632,436005,434613,433484,432531,431753,431194,430852,430721,430708,430769,430988,431347,431773,432239,432711,433182,433668,434105,434490,434805,435054,435194,435237,435196,435041,434774,434402,433946,433411
Males,40,365716,370629,374083,389761,394847,399616,412870,414205,422059,429700,430413,426292,432939,431306,433966,444963,444188,449320,443569,440826,445778,454930,464249,464002,460933,465386,477384,474316,477564,483289,483472,475940,467916,467487,472310,464146,458000,455767,451215,443211,446760,432154,431799,433556,434797,435562,436048,436458,436837,437195,437564,438098,438878,439758,440714,441806,443063,444359,445600,446751,447808,448570,448967,449131,449098,448926,448217,446884,445377,443762,442117,440415,438663,437040,435654,434528,433580,432806,432250,431911,431783,431774,431836,432057,432419,432848,433316,433789,434262,434750,435189,435577,435895,436146,436288,436335,436296,436143,435878,435510,435057
Males,41,369082,369497,373337,376237,391342,395871,400083,413325,414663,422516,430153,430876,426771,433418,431794,434458,445443,444674,449806,444064,441331,446283,455425,464738,464500,461439,465892,477879,474816,478067,483790,483977,476461,468453,468031,472854,464706,458575,456351,451812,443825,447375,432790,432444,434203,435446,436215,436705,437118,437500,437863,438234,438772,439555,440438,441396,442490,443750,445050,446294,447448,448506,449271,449672,449840,449811,449643,448938,447611,446109,444500,442859,441164,439418,437800,436419,435298,434353,433584,433031,432695,432571,432566,432628,432852,433218,433649,434119,434595,435069,435559,436001,436391,436712,436966,437110,437160,437124,436973,436711,436346
Males,42,371785,372364,371809,375147,377547,392133,396156,400371,413598,414940,422791,430426,431156,427069,433716,432102,434769,445744,444980,450112,444380,441657,446610,455743,465050,464820,461768,466222,478197,475141,478394,484115,484306,476807,468817,468402,473225,465092,458978,456763,452237,444267,447819,433255,432917,434680,435925,436699,437192,437608,437995,438361,438736,439279,440064,440950,441911,443008,444271,445574,446821,447978,449039,449806,450211,450383,450358,450195,449494,448173,446676,445072,443438,441749,440008,438396,437020,435903,434963,434198,433648,433317,433196,433194,433259,433485,433854,434288,434760,435238,435714,436207,436651,437045,437368,437625,437772,437825,437791,437644,437384
Males,43,357548,374669,374356,373348,376227,378170,392277,396300,400515,413728,415074,422923,430555,431292,427224,433871,432268,434939,445902,445143,450274,444554,441842,446796,455920,465220,464999,461958,466410,478374,475323,478579,484299,484495,477013,469041,468634,473457,465341,459244,457040,452527,444574,448130,433586,433259,435025,436273,437051,437547,437968,438359,438729,439108,439655,440444,441333,442298,443397,444663,445968,447218,448379,449442,450212,450622,450798,450777,450618,449922,448607,447117,445520,443891,442208,440472,438867,437496,436385,435450,434688,434143,433816,433698,433700,433768,433996,434368,434805,435279,435760,436239,436734,437181,437577,437903,438164,438313,438369,438338,438195
Males,44,334057,360041,376328,375605,374195,376662,378198,392288,396311,400529,413725,415077,422924,430551,431297,427248,433895,432303,434978,445928,445177,450306,444600,441899,446854,455968,465262,465049,462020,466472,478422,475379,478638,484355,484558,477093,469140,468742,473563,465466,459387,457193,452693,444760,448316,433796,433479,435248,436500,437282,437783,438208,438603,438978,439360,439912,440705,441597,442566,443667,444936,446244,447497,448661,449727,450502,450916,451096,451079,450924,450235,448926,447442,445852,444229,442551,440823,439223,437858,436752,435821,435064,434524,434201,434086,434093,434163,434394,434770,435209,435686,436170,436652,437150,437600,437998,438327,438593,438743,438802,438775
Males,45,328451,336180,361402,377281,376194,374427,376530,378074,392148,396171,400390,413569,414927,422771,430394,431148,427119,433766,432186,434865,445802,445056,450187,444494,441805,446760,455866,465149,464948,461930,466382,478319,475283,478546,484260,484468,477024,469090,468701,473522,465445,459382,457200,452716,444801,448359,433863,433558,435331,436586,437373,437878,438307,438708,439087,439473,440031,440827,441722,442695,443799,445071,446383,447639,448807,449878,450656,451074,451258,451246,451096,450412,449111,447633,446050,444432,442763,441040,439446,438087,436988,436062,435310,434774,434455,434345,434354,434429,434663,435042,435484,435965,436452,436938,437439,437890,438291,438624,438892,439045,439109
Males,46,335723,330254,337343,362175,377682,376266,374179,376290,377843,391897,395921,400142,413302,414666,422508,430125,430887,426879,433526,431956,434640,445563,444826,449955,444277,441599,446556,455651,464926,464736,461730,466182,478104,475077,478344,484054,484268,476846,468934,468554,473376,465317,459275,457106,452636,444743,448302,433834,433540,435317,436575,437367,437878,438311,438717,439101,439492,440054,440854,441754,442730,443837,445113,446429,447689,448861,449934,450717,451139,451329,451323,451177,450500,449206,447734,446160,444548,442886,441171,439584,438231,437138,436218,435471,434939,434625,434519,434532,434612,434849,435231,435677,436160,436651,437140,437645,438099,438503,438839,439110,439267
Males,47,342567,337213,331205,337988,362461,377625,375913,373844,375964,377526,391560,395585,399807,412949,414319,422156,429767,430539,426552,433197,431641,434330,445238,444509,449636,443974,441311,446268,455353,464619,464439,461447,465897,477806,474789,478059,483766,483987,476588,468698,468328,473149,465113,459091,456934,452482,444609,448172,433732,433450,435231,436492,437290,437806,438244,438656,439045,439441,440007,440813,441717,442697,443808,445088,446406,447670,448847,449923,450711,451139,451334,451334,451193,450523,449235,447773,446205,444600,442947,441239,439659,438315,437225,436311,435570,435044,434735,434633,434651,434735,434976,435361,435811,436297,436791,437284,437793,438250,438657,438996,439272
Males,48,346674,343738,337907,331663,338169,362309,377158,375458,373408,375538,377108,391122,395148,399371,412493,413870,421702,429307,430088,426123,432768,431225,433918,444810,444092,449216,443574,440926,445883,454956,464213,464044,461066,465516,477409,474404,477677,483381,483611,476234,468368,468009,472829,464816,458816,456672,452237,444388,447953,433545,433275,435059,436326,437128,437651,438094,438513,438907,439308,439880,440691,441600,442584,443700,444983,446306,447574,448754,449835,450628,451060,451262,451267,451133,450469,449191,447735,446175,444579,442934,441235,439662,438324,437241,436334,435599,435078,434774,434678,434700,434789,435034,435422,435876,436365,436863,437361,437874,438333,438745,439088
Males,49,360419,347526,344158,338122,331669,337924,361753,376563,374879,372849,374987,376567,390560,394585,398811,411910,413294,421121,428719,429509,425568,432211,430682,433380,444255,443547,448671,443048,440416,445373,454434,463680,463523,460562,465012,476888,473895,477171,482873,483110,475759,467920,467571,472392,464402,458425,456297,451879,444055,447624,433249,432991,434780,436051,436860,437389,437838,438263,438663,439070,439648,440466,441378,442368,443489,444777,446103,447376,448560,449645,450444,450882,451088,451102,450974,450317,449048,447600,446050,444463,442826,441136,439571,438240,437165,436264,435536,435021,434723,434632,434658,434752,435001,435394,435852,436345,436848,437349,437866,438329,438745
Males,50,373388,360939,347693,344134,337915,331280,337304,361073,375842,374173,372164,374312,375903,389869,393895,398122,411196,412587,420409,427997,428796,424880,431520,430007,432711,443565,442869,447992,442391,439776,444733,453782,463015,462873,459927,464378,476235,473254,476535,482234,482480,475156,467346,467009,471830,463865,457914,455801,451404,443608,447180,432841,432596,434390,435667,436483,437018,437474,437906,438313,438726,439312,440135,441052,442047,443174,444466,445796,447073,448263,449354,450158,450603,450814,450836,450715,450067,448807,447368,445828,444250,442623,440942,439385,438064,436996,436102,435383,434874,434582,434496,434527,434627,434881,435279,435741,436239,436745,437250,437772,438239
Males,51,385363,373579,360813,347429,343701,337323,330525,336554,360257,374982,373330,371344,373503,375104,389042,393068,397294,410342,411741,419555,427133,427941,424051,430688,429192,431900,442734,442051,447173,441594,438999,443956,452990,462211,462084,459157,463606,475444,472477,475762,481458,481715,474420,466641,466317,471136,463200,457276,455180,450806,443039,446614,432314,432084,433883,435167,435988,436531,436994,437434,437848,438268,438861,439691,440613,441615,442748,444044,445379,446661,447857,448953,449763,450215,450434,450464,450350,449712,448460,447031,445502,443935,442318,440646,439100,437788,436728,435842,435132,434629,434344,434264,434300,434407,434665,435068,435535,436038,436548,437058,437585
Males,52,375791,385233,373156,360265,346764,342887,336369,329628,335661,359293,373972,372339,370377,372547,374159,388067,392092,396318,409338,410745,418550,426115,426935,423071,429705,428226,430940,441752,441084,446205,440649,438075,443033,452051,461259,461148,458241,462690,474507,471555,474845,480539,480806,473543,465796,465486,470304,462399,456504,454425,450074,442339,445917,431660,431443,433250,434539,435369,435920,436390,436838,437260,437687,438289,439126,440054,441063,442202,443502,444842,446131,447333,448434,449251,449711,449938,449975,449871,449241,448001,446582,445064,443509,441901,440241,438706,437403,436352,435475,434773,434276,433999,433925,433968,434081,434345,434754,435226,435732,436249,436765
Males,53,383976,375400,384489,372291,359294,345699,341688,335232,328552,334588,358144,372775,371161,369225,371405,373028,386903,390927,395153,408142,409557,417351,424904,425734,421899,428528,427068,429788,440578,439924,445044,439516,436963,441921,450923,460117,460022,457136,461586,473381,470446,473740,479431,479709,472481,464771,464474,469291,461420,455555,453494,449169,441469,445051,430838,430638,432452,433747,434585,435145,435624,436080,436511,436946,437557,438400,439336,440352,441497,442803,444148,445444,446651,447759,448584,449052,449287,449334,449238,448619,447391,445982,444476,442933,441337,439689,438165,436872,435832,434963,434271,433781,433513,433444,433495,433616,433886,434301,434778,435289,435812
Males,54,382550,383238,374414,383305,371004,357922,344248,340293,333904,327286,333325,356799,371378,369783,367876,370066,371701,385540,389560,393786,406741,408164,415946,423486,424325,420522,427145,425705,428432,439197,438559,443680,438180,435651,440608,449593,458772,458695,455831,460282,472052,469137,472436,478123,478414,471223,463550,463269,468086,460252,454420,452379,448081,440417,444003,429839,429657,431478,432780,433627,434196,434685,435150,435591,436034,436654,437505,438448,439472,440625,441937,443288,444591,445805,446920,447752,448229,448474,448531,448444,447836,446619,445224,443730,442201,440617,438982,437469,436189,435159,434299,433617,433136,432876,432815,432874,433002,433279,433701,434184,434700
Males,55,385620,381521,381935,373012,381714,369327,356177,342607,338710,332389,325839,331879,355265,369786,368212,366335,368536,370183,383981,387997,392222,405139,406571,414339,421862,422714,418945,425561,424142,426876,437616,436995,442114,436647,434143,439100,448066,457229,457171,454331,458783,470527,467632,470937,476620,476924,469772,462141,461877,466695,458899,453102,451083,446816,439191,442782,428671,428508,430336,431647,432503,433082,433580,434057,434507,434959,435591,436449,437402,438434,439595,440914,442271,443581,444802,445925,446766,447253,447507,447574,447499,446901,445699,444316,442837,441322,439751,438130,436630,435363,434343,433496,432824,432352,432101,432049,432117,432251,432536,432965,433455
Males,56,381730,384286,379961,380234,371227,379749,367294,354248,340788,336952,330704,324224,330265,353554,368012,366460,364614,366827,368485,382238,386249,390472,403347,404788,412539,420047,420911,417177,423786,422391,425133,435843,435241,440360,434927,432451,437407,446352,455498,455459,452647,457099,468814,465942,469253,474931,475249,468141,460555,460309,465127,457373,451615,449621,445385,437805,441401,427347,427205,429041,430361,431227,431817,432325,432814,433275,433738,434381,435248,436211,437252,438420,439746,441111,442429,443658,444789,445641,446137,446401,446481,446417,445831,444643,443276,441813,440312,438755,437149,435665,434412,433404,432568,431907,431446,431206,431162,431239,431381,431674,432111
Males,57,381994,380143,382461,378030,378176,369102,377453,365091,352154,338812,335038,328866,322460,328500,351683,366074,364548,362734,364959,366627,380330,384336,388557,401387,402837,410571,418061,418938,415243,421844,420475,423225,433904,433322,438439,433044,430599,435554,444477,453603,453587,450803,455255,466941,464093,467410,473083,473417,466356,458819,458592,463410,455702,449985,448018,443817,436284,439884,425893,425772,427616,428947,429824,430426,430947,431447,431919,432395,433050,433926,434900,435951,437126,438461,439835,441161,442398,443540,444401,444907,445183,445275,445224,444652,443479,442129,440683,439197,437656,436067,434598,433359,432365,431542,430893,430444,430214,430180,430266,430418,430720
Males,58,376158,380131,378092,380273,375751,375784,366658,374978,362714,349895,336675,332969,326876,320546,326584,349651,363971,362472,360693,362929,364609,378258,382258,386476,399257,400717,408434,415903,416794,413141,419734,418394,421151,431796,431236,436354,431000,428587,433541,442440,451545,451553,448801,453254,464906,462084,465409,471077,471427,464417,456932,456726,461545,453885,448214,446275,442112,434628,438234,424310,424211,426067,427407,428297,428912,429445,429958,430443,430933,431599,432487,433472,434533,435717,437061,438446,439779,441027,442178,443050,443568,443856,443962,443925,443368,442211,440880,439450,437982,436458,434886,433434,432210,431232,430424,429787,429351,429132,429108,429205,429366
